genre_ids,id,overview,popularity,release_date,title,vote_average,vote_count,imdb_id
"[18, 10751]",13466,"Based on the true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes, and eventually became a NASA scientist.",10.033931,1999-02-19,October Sky,7.4,342,tt0132477
"[80, 18, 9648]",9504,"Glengarry Glen Ross, follows the lives of four unethical Chicago real estate agents who are prepared to go to any lengths (legal or illegal) to unload undesirable real estate on unwilling prospective buyers.",10.351264,1992-09-15,Glengarry Glen Ross,7.4,402,tt0104348
"[80, 18, 53]",9366,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,17.393102,1997-02-27,Donnie Brasco,7.4,1477,tt0119008
"[18, 10749]",1360,"""Frida"" chronicles the life Frida Kahlo shared unflinchingly and openly with Diego Rivera, as the young couple took the art world by storm. From her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with Leon Trotsky, to her provocative and romantic entanglements with women, Frida Kahlo lived a bold and uncompromising life as a political, artistic, and sexual revolutionary",7.936511,2002-08-29,Frida,7.4,561,tt0120679
"[27, 53]",138843,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",11.847115,2013-07-18,The Conjuring,7.4,3875,tt1457767
"[18, 80]",11798,"A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends even like family. Based on experiences of director Shane Meadows.",5.753877,2006-09-12,This Is England,7.4,457,tt0480025
[53],419639,"In a post-apocalyptic future where population control is dictated by a high-school aptitude test, two students discover the test is smoke and mirrors hiding a larger conspiracy.",6.659423,2016-10-12,The Thinning,7.4,124,tt5254868
"[28, 18, 36, 53, 10752]",374720,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",50.297644,2017-07-19,Dunkirk,7.4,5559,tt5013056
"[35, 18]",318121,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.",6.968046,2016-06-16,The Fundamentals of Caring,7.4,755,tt2452386
"[10749, 18]",43949,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",10.083137,2010-08-06,Flipped,7.4,554,tt0817177
"[12, 16, 35, 878, 10751]",530,"Wallace and Gromit have run out of cheese and this provides an excellent excuse for the animated duo to take their holiday on the moon, where, as everyone knows, there is ample cheese. The moon is inhabited by a mechanical caretaker, who is not too happy about the two visitors from earth that nibble on the moon.",10.206049,1990-05-18,A Grand Day Out,7.4,251,tt0104361
"[9648, 35, 80, 28]",445571,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",24.133298,2018-02-22,Game Night,7.4,163,tt2704998
"[28, 80, 53]",1051,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,7.954617,1971-10-09,The French Connection,7.4,535,tt0067116
"[18, 10749]",15764,"Stingo, a young writer, moves to Brooklyn in 1947 to begin work on his first novel. As he becomes friendly with Sophie and her lover Nathan, he learns that she is a Holocaust survivor. Flashbacks reveal her harrowing story, from pre-war prosperity to Auschwitz. In the present, Sophie and Nathan's relationship increasingly unravels as Stingo grows closer to Sophie and Nathan's fragile mental state becomes ever more apparent.",5.775314,1982-12-08,Sophie's Choice,7.4,203,tt0084707
[18],8094,"Four women are given into the custody of the Magdalene sisterhood asylum to correct their sinful behavior: Crispina and Rose have given birth to a premarital child, Margaret got raped by her cousin and the orphan Bernadette had been repeatedly caught flirting with the boys. All have to work in a laundry under the strict supervision of the nuns, who break their wills through sadistic punishment.",6.722461,2002-10-24,The Magdalene Sisters,7.4,138,tt0318411
"[35, 18, 80]",8321,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.",18.880096,2008-02-08,In Bruges,7.4,1758,tt0780536
"[12, 35, 10751]",9340,"A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie.",21.628411,1985-06-06,The Goonies,7.4,1981,tt0089218
"[878, 28, 12, 53]",16320,"When the renegade crew of Serenity agrees to hide a fugitive on their ship, they find themselves in an action-packed battle between the relentless military might of a totalitarian regime who will destroy anything – or anyone – to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space. But... the greatest danger of all may be on their ship.",23.856508,2005-08-25,Serenity,7.4,1518,tt0379786
"[27, 80, 53]",11206,"After a flight back home, Sam Hendrix returns with a doll he innocently acquired along the way. As it turns out, the doll is actually stuffed with heroin, and a group of criminals led by the ruthless Roat has followed Hendrix back to his place to retrieve it. When Hendrix leaves for business, the crooks make their move -- and find his blind wife, Susy, alone in the apartment. Soon, a life-threatening game begins between Susy and the thugs.",5.42293,1967-10-26,Wait Until Dark,7.4,141,tt0062467
"[10752, 18, 28]",228150,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",71.079215,2014-10-15,Fury,7.4,4891,tt2713180
"[28, 12, 14]",284053,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the prophecy of destruction to his homeworld and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela.",154.964242,2017-10-25,Thor: Ragnarok,7.4,5210,tt3501632
"[80, 18, 9648, 53]",395834,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,18.837009,2017-08-03,Wind River,7.4,1008,tt5362988
"[28, 878, 12]",1726,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",46.366628,2008-04-30,Iron Man,7.4,10821,tt0371746
"[27, 18, 9648, 53]",1933,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",11.121604,2001-08-02,The Others,7.4,2150,tt0230600
"[18, 36]",9549,"A chronicle of the original Mercury astronauts in the formation of America's space program: Alan Shepherd, the first American in space; Gus Grissom, the benighted astronaut for whom nothing works out as planned; John Glenn, the straight-arrow 'boy scout' of the bunch who was the first American to orbit the earth; and the remaining pilots: Deke Slayton, Scott Carpenter and Wally Schirra.",8.764907,1983-10-20,The Right Stuff,7.4,281,tt0086197
"[35, 27, 10402, 878]",36685,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rocky'.",7.777899,1975-08-14,The Rocky Horror Picture Show,7.4,922,tt0073629
[18],1523,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",17.893138,2006-09-01,The Last King of Scotland,7.4,721,tt0455590
